dataset,BIDS_ID,SITE_ID
ABIDE2,sub-28993,ABIDEII-OHSU_1
ABIDE2,sub-28994,ABIDEII-OHSU_1
ABIDE2,sub-28995,ABIDEII-OHSU_1
ABIDE2,sub-28996,ABIDEII-OHSU_1
ABIDE2,sub-28997,ABIDEII-OHSU_1
ABIDE2,sub-28998,ABIDEII-OHSU_1
ABIDE2,sub-28999,ABIDEII-OHSU_1
ABIDE2,sub-29000,ABIDEII-OHSU_1
ABIDE2,sub-29001,ABIDEII-OHSU_1
ABIDE2,sub-29002,ABIDEII-OHSU_1
ABIDE2,sub-29003,ABIDEII-OHSU_1
ABIDE2,sub-29004,ABIDEII-OHSU_1
ABIDE2,sub-29005,ABIDEII-OHSU_1
ABIDE2,sub-30154,ABIDEII-OHSU_1
ABIDE2,sub-30155,ABIDEII-OHSU_1
ABIDE2,sub-30156,ABIDEII-OHSU_1
ABIDE2,sub-30157,ABIDEII-OHSU_1
ABIDE2,sub-30158,ABIDEII-OHSU_1
ABIDE2,sub-30159,ABIDEII-OHSU_1
ABIDE2,sub-30160,ABIDEII-OHSU_1
ABIDE2,sub-30161,ABIDEII-OHSU_1
ABIDE2,sub-30162,ABIDEII-OHSU_1
ABIDE2,sub-30163,ABIDEII-OHSU_1
ABIDE2,sub-30164,ABIDEII-OHSU_1
ABIDE2,sub-30165,ABIDEII-OHSU_1
ABIDE2,sub-30166,ABIDEII-OHSU_1
ABIDE2,sub-30167,ABIDEII-OHSU_1
ABIDE2,sub-28675,ABIDEII-ONRC_2
ABIDE2,sub-28676,ABIDEII-ONRC_2
ABIDE2,sub-28677,ABIDEII-ONRC_2
ABIDE2,sub-28678,ABIDEII-ONRC_2
ABIDE2,sub-28679,ABIDEII-ONRC_2
ABIDE2,sub-28680,ABIDEII-ONRC_2
ABIDE2,sub-28681,ABIDEII-ONRC_2
ABIDE2,sub-28682,ABIDEII-ONRC_2
ABIDE2,sub-28683,ABIDEII-ONRC_2
ABIDE2,sub-28684,ABIDEII-ONRC_2
ABIDE2,sub-28685,ABIDEII-ONRC_2
ABIDE2,sub-28686,ABIDEII-ONRC_2
ABIDE2,sub-28687,ABIDEII-ONRC_2
ABIDE2,sub-28688,ABIDEII-ONRC_2
ABIDE2,sub-28689,ABIDEII-ONRC_2
ABIDE2,sub-28690,ABIDEII-ONRC_2
ABIDE2,sub-28691,ABIDEII-ONRC_2
ABIDE2,sub-28692,ABIDEII-ONRC_2
ABIDE2,sub-28693,ABIDEII-ONRC_2
ABIDE2,sub-28694,ABIDEII-ONRC_2
ABIDE2,sub-28695,ABIDEII-ONRC_2
ABIDE2,sub-28696,ABIDEII-ONRC_2
ABIDE2,sub-28697,ABIDEII-ONRC_2
ABIDE2,sub-28698,ABIDEII-ONRC_2
ABIDE2,sub-28699,ABIDEII-ONRC_2
ABIDE2,sub-28700,ABIDEII-ONRC_2
ABIDE2,sub-28701,ABIDEII-ONRC_2
ABIDE2,sub-28702,ABIDEII-ONRC_2
ABIDE2,sub-28703,ABIDEII-ONRC_2
ABIDE2,sub-28704,ABIDEII-ONRC_2
ABIDE2,sub-28705,ABIDEII-ONRC_2
ABIDE2,sub-28706,ABIDEII-ONRC_2
ABIDE2,sub-28707,ABIDEII-ONRC_2
ABIDE2,sub-28708,ABIDEII-ONRC_2
ABIDE2,sub-28709,ABIDEII-ONRC_2
ABIDE2,sub-28710,ABIDEII-ONRC_2
ABIDE2,sub-28711,ABIDEII-ONRC_2
ABIDE2,sub-28712,ABIDEII-ONRC_2
ABIDE2,sub-28713,ABIDEII-ONRC_2
ABIDE2,sub-28714,ABIDEII-ONRC_2
ABIDE2,sub-28715,ABIDEII-ONRC_2
ABIDE2,sub-28716,ABIDEII-ONRC_2
ABIDE2,sub-28717,ABIDEII-ONRC_2
ABIDE2,sub-28718,ABIDEII-ONRC_2
ABIDE2,sub-28719,ABIDEII-ONRC_2
ABIDE2,sub-28720,ABIDEII-ONRC_2
ABIDE2,sub-28721,ABIDEII-ONRC_2
ABIDE2,sub-28722,ABIDEII-ONRC_2
ABIDE2,sub-28723,ABIDEII-ONRC_2
ABIDE2,sub-28724,ABIDEII-ONRC_2
ABIDE2,sub-28725,ABIDEII-ONRC_2
ABIDE2,sub-28726,ABIDEII-ONRC_2
ABIDE2,sub-28727,ABIDEII-ONRC_2
ABIDE2,sub-28728,ABIDEII-ONRC_2
ABIDE2,sub-28729,ABIDEII-ONRC_2
ABIDE2,sub-28730,ABIDEII-ONRC_2
ABIDE2,sub-28731,ABIDEII-ONRC_2
ABIDE2,sub-28732,ABIDEII-ONRC_2
ABIDE2,sub-28733,ABIDEII-ONRC_2
ABIDE2,sub-28852,ABIDEII-SDSU_1
ABIDE2,sub-28853,ABIDEII-SDSU_1
ABIDE2,sub-28854,ABIDEII-SDSU_1
ABIDE2,sub-28855,ABIDEII-SDSU_1
ABIDE2,sub-28856,ABIDEII-SDSU_1
ABIDE2,sub-28857,ABIDEII-SDSU_1
ABIDE2,sub-28858,ABIDEII-SDSU_1
ABIDE2,sub-28859,ABIDEII-SDSU_1
ABIDE2,sub-28860,ABIDEII-SDSU_1
ABIDE2,sub-28861,ABIDEII-SDSU_1
ABIDE2,sub-28862,ABIDEII-SDSU_1
ABIDE2,sub-28863,ABIDEII-SDSU_1
ABIDE2,sub-28864,ABIDEII-SDSU_1
ABIDE2,sub-28865,ABIDEII-SDSU_1
ABIDE2,sub-28866,ABIDEII-SDSU_1
ABIDE2,sub-28867,ABIDEII-SDSU_1
ABIDE2,sub-28868,ABIDEII-SDSU_1
ABIDE2,sub-28869,ABIDEII-SDSU_1
ABIDE2,sub-28870,ABIDEII-SDSU_1
ABIDE2,sub-28871,ABIDEII-SDSU_1
ABIDE2,sub-28872,ABIDEII-SDSU_1
ABIDE2,sub-28873,ABIDEII-SDSU_1
ABIDE2,sub-28874,ABIDEII-SDSU_1
ABIDE2,sub-28875,ABIDEII-SDSU_1
ABIDE2,sub-28876,ABIDEII-SDSU_1
ABIDE2,sub-28877,ABIDEII-SDSU_1
ABIDE2,sub-28878,ABIDEII-SDSU_1
ABIDE2,sub-28879,ABIDEII-SDSU_1
ABIDE2,sub-28880,ABIDEII-SDSU_1
ABIDE2,sub-28881,ABIDEII-SDSU_1
ABIDE2,sub-28882,ABIDEII-SDSU_1
ABIDE2,sub-28883,ABIDEII-SDSU_1
ABIDE2,sub-28884,ABIDEII-SDSU_1
ABIDE2,sub-28885,ABIDEII-SDSU_1
ABIDE2,sub-28886,ABIDEII-SDSU_1
ABIDE2,sub-28887,ABIDEII-SDSU_1
ABIDE2,sub-28888,ABIDEII-SDSU_1
ABIDE2,sub-28889,ABIDEII-SDSU_1
ABIDE2,sub-28890,ABIDEII-SDSU_1
ABIDE2,sub-28891,ABIDEII-SDSU_1
ABIDE2,sub-28892,ABIDEII-SDSU_1
ABIDE2,sub-28893,ABIDEII-SDSU_1
ABIDE2,sub-28894,ABIDEII-SDSU_1
ABIDE2,sub-28895,ABIDEII-SDSU_1
ABIDE2,sub-28896,ABIDEII-SDSU_1
ABIDE2,sub-28897,ABIDEII-SDSU_1
ABIDE2,sub-28898,ABIDEII-SDSU_1
ABIDE2,sub-28899,ABIDEII-SDSU_1
ABIDE2,sub-28900,ABIDEII-SDSU_1
ABIDE2,sub-28901,ABIDEII-SDSU_1
ABIDE2,sub-28902,ABIDEII-SDSU_1
ABIDE2,sub-28903,ABIDEII-SDSU_1
ABIDE2,sub-28904,ABIDEII-SDSU_1
ABIDE2,sub-28905,ABIDEII-SDSU_1
ABIDE2,sub-28906,ABIDEII-SDSU_1
ABIDE2,sub-28907,ABIDEII-SDSU_1
ABIDE2,sub-28908,ABIDEII-SDSU_1
ABIDE2,sub-28909,ABIDEII-SDSU_1
ABIDE2,sub-29096,ABIDEII-TCD_1
ABIDE2,sub-29097,ABIDEII-TCD_1
ABIDE2,sub-29098,ABIDEII-TCD_1
ABIDE2,sub-29099,ABIDEII-TCD_1
ABIDE2,sub-29100,ABIDEII-TCD_1
ABIDE2,sub-29101,ABIDEII-TCD_1
ABIDE2,sub-29102,ABIDEII-TCD_1
ABIDE2,sub-29103,ABIDEII-TCD_1
ABIDE2,sub-29104,ABIDEII-TCD_1
ABIDE2,sub-29105,ABIDEII-TCD_1
ABIDE2,sub-29106,ABIDEII-TCD_1
ABIDE2,sub-29107,ABIDEII-TCD_1
ABIDE2,sub-29108,ABIDEII-TCD_1
ABIDE2,sub-29109,ABIDEII-TCD_1
ABIDE2,sub-29110,ABIDEII-TCD_1
ABIDE2,sub-29111,ABIDEII-TCD_1
ABIDE2,sub-29112,ABIDEII-TCD_1
ABIDE2,sub-29113,ABIDEII-TCD_1
ABIDE2,sub-29114,ABIDEII-TCD_1
ABIDE2,sub-29115,ABIDEII-TCD_1
ABIDE2,sub-29116,ABIDEII-TCD_1
ABIDE2,sub-29117,ABIDEII-TCD_1
ABIDE2,sub-29118,ABIDEII-TCD_1
ABIDE2,sub-29119,ABIDEII-TCD_1
ABIDE2,sub-29120,ABIDEII-TCD_1
ABIDE2,sub-29121,ABIDEII-TCD_1
ABIDE2,sub-29122,ABIDEII-TCD_1
ABIDE2,sub-29123,ABIDEII-TCD_1
ABIDE2,sub-29124,ABIDEII-TCD_1
ABIDE2,sub-29125,ABIDEII-TCD_1
ABIDE2,sub-29126,ABIDEII-TCD_1
ABIDE2,sub-29127,ABIDEII-TCD_1
ABIDE2,sub-29128,ABIDEII-TCD_1
ABIDE2,sub-29129,ABIDEII-TCD_1
ABIDE2,sub-29130,ABIDEII-TCD_1
ABIDE2,sub-29131,ABIDEII-TCD_1
ABIDE2,sub-29132,ABIDEII-TCD_1
ABIDE2,sub-29133,ABIDEII-TCD_1
ABIDE2,sub-29134,ABIDEII-TCD_1
ABIDE2,sub-29135,ABIDEII-TCD_1
ABIDE2,sub-29136,ABIDEII-TCD_1
ABIDE2,sub-29137,ABIDEII-TCD_1
ABIDE2,sub-29997,ABIDEII-UCD_1
ABIDE2,sub-29998,ABIDEII-UCD_1
ABIDE2,sub-29999,ABIDEII-UCD_1
ABIDE2,sub-30000,ABIDEII-UCD_1
ABIDE2,sub-30001,ABIDEII-UCD_1
ABIDE2,sub-30002,ABIDEII-UCD_1
ABIDE2,sub-30003,ABIDEII-UCD_1
ABIDE2,sub-30004,ABIDEII-UCD_1
ABIDE2,sub-30005,ABIDEII-UCD_1
ABIDE2,sub-30006,ABIDEII-UCD_1
ABIDE2,sub-30007,ABIDEII-UCD_1
ABIDE2,sub-30008,ABIDEII-UCD_1
ABIDE2,sub-30009,ABIDEII-UCD_1
ABIDE2,sub-30010,ABIDEII-UCD_1
ABIDE2,sub-30011,ABIDEII-UCD_1
ABIDE2,sub-30012,ABIDEII-UCD_1
ABIDE2,sub-30013,ABIDEII-UCD_1
ABIDE2,sub-30014,ABIDEII-UCD_1
ABIDE2,sub-30015,ABIDEII-UCD_1
ABIDE2,sub-30016,ABIDEII-UCD_1
ABIDE2,sub-30017,ABIDEII-UCD_1
ABIDE2,sub-30018,ABIDEII-UCD_1
ABIDE2,sub-30019,ABIDEII-UCD_1
ABIDE2,sub-30020,ABIDEII-UCD_1
ABIDE2,sub-30021,ABIDEII-UCD_1
ABIDE2,sub-30022,ABIDEII-UCD_1
ABIDE2,sub-30023,ABIDEII-UCD_1
ABIDE2,sub-30024,ABIDEII-UCD_1
ABIDE2,sub-30026,ABIDEII-UCD_1
ABIDE2,sub-30027,ABIDEII-UCD_1
ABIDE2,sub-30028,ABIDEII-UCD_1
ABIDE2,sub-30029,ABIDEII-UCD_1
ABIDE2,sub-29728,ABIDEII-UCLA_1
ABIDE2,sub-29729,ABIDEII-UCLA_1
ABIDE2,sub-29730,ABIDEII-UCLA_1
ABIDE2,sub-29731,ABIDEII-UCLA_1
ABIDE2,sub-29732,ABIDEII-UCLA_1
ABIDE2,sub-29733,ABIDEII-UCLA_1
ABIDE2,sub-29734,ABIDEII-UCLA_1
ABIDE2,sub-29735,ABIDEII-UCLA_1
ABIDE2,sub-29736,ABIDEII-UCLA_1
ABIDE2,sub-29737,ABIDEII-UCLA_1
ABIDE2,sub-29738,ABIDEII-UCLA_1
ABIDE2,sub-29739,ABIDEII-UCLA_1
ABIDE2,sub-29740,ABIDEII-UCLA_1
ABIDE2,sub-29741,ABIDEII-UCLA_1
ABIDE2,sub-29742,ABIDEII-UCLA_1
ABIDE2,sub-29743,ABIDEII-UCLA_1
ABIDE2,sub-29744,ABIDEII-UCLA_1
ABIDE2,sub-29745,ABIDEII-UCLA_1
ABIDE2,sub-29746,ABIDEII-UCLA_1
ABIDE2,sub-29747,ABIDEII-UCLA_1
ABIDE2,sub-29748,ABIDEII-UCLA_1
ABIDE2,sub-29749,ABIDEII-UCLA_1
ABIDE2,sub-29750,ABIDEII-UCLA_1
ABIDE2,sub-29751,ABIDEII-UCLA_1
ABIDE2,sub-29752,ABIDEII-UCLA_1
ABIDE2,sub-29753,ABIDEII-UCLA_1
ABIDE2,sub-29754,ABIDEII-UCLA_1
ABIDE2,sub-29755,ABIDEII-UCLA_1
ABIDE2,sub-29756,ABIDEII-UCLA_1
ABIDE2,sub-29757,ABIDEII-UCLA_1
ABIDE2,sub-29758,ABIDEII-UCLA_1
ABIDE2,sub-29759,ABIDEII-UCLA_1
ABIDE2,sub-29495,ABIDEII-USM_1
ABIDE2,sub-29496,ABIDEII-USM_1
ABIDE2,sub-29497,ABIDEII-USM_1
ABIDE2,sub-29498,ABIDEII-USM_1
ABIDE2,sub-29499,ABIDEII-USM_1
ABIDE2,sub-29500,ABIDEII-USM_1
ABIDE2,sub-29501,ABIDEII-USM_1
ABIDE2,sub-29502,ABIDEII-USM_1
ABIDE2,sub-29503,ABIDEII-USM_1
ABIDE2,sub-29504,ABIDEII-USM_1
ABIDE2,sub-29505,ABIDEII-USM_1
ABIDE2,sub-29506,ABIDEII-USM_1
ABIDE2,sub-29507,ABIDEII-USM_1
ABIDE2,sub-29508,ABIDEII-USM_1
ABIDE2,sub-29509,ABIDEII-USM_1
ABIDE2,sub-29510,ABIDEII-USM_1
ABIDE2,sub-29511,ABIDEII-USM_1
ABIDE2,sub-29512,ABIDEII-USM_1
ABIDE2,sub-29513,ABIDEII-USM_1
ABIDE2,sub-29514,ABIDEII-USM_1
ABIDE2,sub-29515,ABIDEII-USM_1
ABIDE2,sub-29516,ABIDEII-USM_1
ABIDE2,sub-29517,ABIDEII-USM_1
ABIDE2,sub-29518,ABIDEII-USM_1
ABIDE2,sub-29519,ABIDEII-USM_1
ABIDE2,sub-29520,ABIDEII-USM_1
ABIDE2,sub-29521,ABIDEII-USM_1
ABIDE2,sub-29522,ABIDEII-USM_1
ABIDE2,sub-29523,ABIDEII-USM_1
ABIDE2,sub-29524,ABIDEII-USM_1
ABIDE2,sub-29525,ABIDEII-USM_1
ABIDE2,sub-29526,ABIDEII-USM_1
ABIDE2,sub-29527,ABIDEII-USM_1
